date  company_number  company_name  company_partial_address  company_link
31st-July-2017  608757  GrangeHillHomesLimited  Dublin2  http://www.vision-net.ie/Company-Info/Grange-Hill-Homes-Limited
31st-July-2017  608758  MountMerrionHomesLimited  Dublin2  http://www.vision-net.ie/Company-Info/Mount-Merrion-Homes-Limited
31st-July-2017  608759  JohnKennyConsultantLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/John-Kenny-Consultant-Limited
31st-July-2017  608760  BrbrLimited  Co.Kildare  http://www.vision-net.ie/Company-Info/Brbr-Limited
31st-July-2017  608761  SweetConnectionsLimited  Co.Wicklow  http://www.vision-net.ie/Company-Info/Sweet-Connections-Limited
31st-July-2017  608762  AlphabetAbcPropertiesLimited  Dublin17  http://www.vision-net.ie/Company-Info/Alphabet-Abc-Properties-Limited
31st-July-2017  608763  JjCostelloFarmLimited  Co.Westmeath  http://www.vision-net.ie/Company-Info/Jj-Costello-Farm-Limited
31st-July-2017  608764  ChjeHoldingsLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Chje-Holdings-Limited
31st-July-2017  608765  BeechCourtPropertiesLimited  CountyKildare  http://www.vision-net.ie/Company-Info/Beech-Court-Properties-Limited
31st-July-2017  608766  AtaInternationalTrainingIrelandLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Ata-International-Training-Ireland-Limited
31st-July-2017  608767  PentlandBrandsIrelandLimited  Dublin4  http://www.vision-net.ie/Company-Info/Pentland-Brands-Ireland-Limited
31st-July-2017  608768  PropelEducationCompanyLimitedByGuarantee  CoClare  http://www.vision-net.ie/Company-Info/Propel-Education-Company-Limited-By-Guarantee
31st-July-2017  608769  ClarkeGriffinAssociatesLimited  Co.Galway  http://www.vision-net.ie/Company-Info/Clarke-Griffin-Associates-Limited
31st-July-2017  608770  McHEasternHoldingsLimited  Dublin13  http://www.vision-net.ie/Company-Info/Mch-Eastern-Holdings-Limited
31st-July-2017  608771  RockHighPerformanceLimited  Galway  http://www.vision-net.ie/Company-Info/Rock-High-Performance-Limited
31st-July-2017  608772  CartaPropertiesLimited  Galway  http://www.vision-net.ie/Company-Info/Carta-Properties-Limited
31st-July-2017  608773  DidacticSystemsLimited  Dublin18  http://www.vision-net.ie/Company-Info/Didactic-Systems-Limited
31st-July-2017  608774  McDonaldAgriRepairsLimited  Co.Offaly  http://www.vision-net.ie/Company-Info/Mcdonald-Agri-Repairs-Limited
31st-July-2017  608775  SilverCityCateringLimited  Dublin16  http://www.vision-net.ie/Company-Info/Silver-City-Catering-Limited
31st-July-2017  608776  CrossmacoleConstructionServicesLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Crossmacole-Construction-Services-Limited
31st-July-2017  608777  TheTWorksTranslationsLimited  DublinD07P4ax  http://www.vision-net.ie/Company-Info/The-T-Works-Translations-Limited
31st-July-2017  608778  LovelyLeavesLimited  Cork  http://www.vision-net.ie/Company-Info/Lovely-Leaves-Limited
31st-July-2017  608779  AxisRealEstateGroupLimited  Cork  http://www.vision-net.ie/Company-Info/Axis-Real-Estate-Group-Limited
31st-July-2017  608780  Gillot-LamureConsultingLimited  Dublin1  http://www.vision-net.ie/Company-Info/Gillot-Lamure-Consulting-Limited
31st-July-2017  608781  CaféMariusLimited  Cork  http://www.vision-net.ie/Company-Info/Cafe-Marius-Limited
31st-July-2017  608782  DamasGreenLimited  Limerick  http://www.vision-net.ie/Company-Info/Damas-Green-Limited
31st-July-2017  608783  FibreCladPanelsLimited  CoKildare  http://www.vision-net.ie/Company-Info/Fibre-Clad-Panels-Limited
31st-July-2017  608784  FibreCladBuiltUpSystemsLimited  CoKildare  http://www.vision-net.ie/Company-Info/Fibre-Clad-Built-Up-Systems-Limited
31st-July-2017  608785  FibreCladLimited  CoKildare  http://www.vision-net.ie/Company-Info/Fibre-Clad-Limited
31st-July-2017  608786  MarcanFoodServicesLimited  CoLouth  http://www.vision-net.ie/Company-Info/Marcan-Food-Services-Limited
31st-July-2017  608787  SmChubbLimited  Dublin13  http://www.vision-net.ie/Company-Info/Sm-Chubb-Limited
31st-July-2017  608788  CtmaorLimited  CoTipperary  http://www.vision-net.ie/Company-Info/Ctmaor-Limited
31st-July-2017  608789  KorabecLimited  CoTipperary  http://www.vision-net.ie/Company-Info/Korabec-Limited
31st-July-2017  608790  AorPharmaHealthLimited  CoTipperary  http://www.vision-net.ie/Company-Info/Aor-Pharma-Health-Limited
31st-July-2017  608791  ContarInvestmentsLimited  CoTipperary  http://www.vision-net.ie/Company-Info/Contar-Investments-Limited
31st-July-2017  608792  FoamFreeCladdingSystemsLimited  CoKildare  http://www.vision-net.ie/Company-Info/Foam-Free-Cladding-Systems-Limited
31st-July-2017  608793  FibreCladPanellingSystemsLimited  CoKildare  http://www.vision-net.ie/Company-Info/Fibre-Clad-Panelling-Systems-Limited
31st-July-2017  608794  FibreCladPanellingLimited  CoKildare  http://www.vision-net.ie/Company-Info/Fibre-Clad-Panelling-Limited
31st-July-2017  608795  FibreCladPanelSystemsLimited  CoKildare  http://www.vision-net.ie/Company-Info/Fibre-Clad-Panel-Systems-Limited
31st-July-2017  608796  AljazziLimited  Dublin18  http://www.vision-net.ie/Company-Info/Aljazzi-Limited
31st-July-2017  608797  OmeleaLimited  Co.Louth  http://www.vision-net.ie/Company-Info/Omelea-Limited
31st-July-2017  608798  CastlelaneIncidentConsultantsLimited  Dublin9  http://www.vision-net.ie/Company-Info/Castlelane-Incident-Consultants-Limited
31st-July-2017  608799  BlissHairDesignLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Bliss-Hair-Design-Limited
31st-July-2017  608800  SarolusaLimited  Dublin13,D13R7w3  http://www.vision-net.ie/Company-Info/Sarolusa-Limited
31st-July-2017  608801  J&BHollandLimited  Co.Cork  http://www.vision-net.ie/Company-Info/J-And-B-Holland-Limited
31st-July-2017  608802  LambkinSoftwareEngineeringLimited  Dublin18  http://www.vision-net.ie/Company-Info/Lambkin-Software-Engineering-Limited
31st-July-2017  608803  DelightfulBitesLimited  Dublin12  http://www.vision-net.ie/Company-Info/Delightful-Bites-Limited
31st-July-2017  608804  PinkPepperLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Pink-Pepper-Limited
31st-July-2017  608805  BusyBeesAfterschoolLimited  Co.Tipperary  http://www.vision-net.ie/Company-Info/Busy-Bees-Afterschool-Limited
31st-July-2017  608806  ChimacLimited  Dublin2  http://www.vision-net.ie/Company-Info/Chimac-Limited
31st-July-2017  608807  ThemvarHoldingsLimited  Dublin1  http://www.vision-net.ie/Company-Info/Themvar-Holdings-Limited
31st-July-2017  608808  BrennanphelanRealEstateLimited  Co.Kilkenny  http://www.vision-net.ie/Company-Info/Brennanphelan-Real-Estate-Limited
31st-July-2017  608809  PecuniaInvestmentProductsPublicLimitedCompany  Dublin4  http://www.vision-net.ie/Company-Info/Pecunia-Investment-Products-Public-Limited-Company
31st-July-2017  608810  VivaldaIrelandLimited  Dublin6  http://www.vision-net.ie/Company-Info/Vivalda-Ireland-Limited
31st-July-2017  608811  CoachbookLimited  Co.Galway  http://www.vision-net.ie/Company-Info/Coachbook-Limited
31st-July-2017  608812  TheRyanairFoundation  Co.Dublin  http://www.vision-net.ie/Company-Info/The-Ryanair-Foundation
31st-July-2017  608813  ElsmoreOwnersManagementCompanyLimitedByGuarantee  Dublin2  http://www.vision-net.ie/Company-Info/Elsmore-Owners-Management-Company-Limited-By-Guarantee
31st-July-2017  608814  BlackbirdGroceryTradingLimited  Co.Limerick  http://www.vision-net.ie/Company-Info/Blackbird-Grocery-Trading-Limited
31st-July-2017  608815  KilbonaneThreeFortsLimited  Co.Kerry  http://www.vision-net.ie/Company-Info/Kilbonane-Three-Forts-Limited
31st-July-2017  608816  SamuelBeckettCommunityFacilityCompanyLimitedByGuarantee  Dublin18  http://www.vision-net.ie/Company-Info/Samuel-Beckett-Community-Facility-Company-Limited-By-Guarantee
31st-July-2017  608817  LrjdLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Lrjd-Limited
31st-July-2017  608818  AvalonInternetHoldingsLimited  Carlow  http://www.vision-net.ie/Company-Info/Avalon-Internet-Holdings-Limited
31st-July-2017  608819  VenatorAssociatesLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Venator-Associates-Limited
31st-July-2017  608820  IrishSubscriptionBoxesLimited  Co.Galway  http://www.vision-net.ie/Company-Info/Irish-Subscription-Boxes-Limited
31st-July-2017  608821  ZyewLimited  Co.Galway  http://www.vision-net.ie/Company-Info/Zyew-Limited
31st-July-2017  608822  CcpVenturesLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Ccp-Ventures-Limited
31st-July-2017  608823  KilmurryArts&HeritageCentreCompanyLimitedByGuarantee  Limerick  http://www.vision-net.ie/Company-Info/Kilmurry-Arts-And-Heritage-Centre-Company-Limited-By-Guarantee
31st-July-2017  608824  FirebitLimited  CountyGalway  http://www.vision-net.ie/Company-Info/Firebit-Limited
31st-July-2017  608825  MamboCafeLimited  Dublin7  http://www.vision-net.ie/Company-Info/Mambo-Cafe-Limited
31st-July-2017  608826  RedQubeHoldingsLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Red-Qube-Holdings-Limited
31st-July-2017  608827  2050PlasterboardRecyclingLimited  Dublin24  http://www.vision-net.ie/Company-Info/2050-Plasterboard-Recycling-Limited
31st-July-2017  608828  SwimCubsLimited  Dublin6w  http://www.vision-net.ie/Company-Info/Swim-Cubs-Limited
31st-July-2017  608829  Obr(Bishopstown)DevelopmentsLimited  Co.CorkIreland  http://www.vision-net.ie/Company-Info/Obr-Bishopstown-Developments-Limited
31st-July-2017  608830  HbsConnectLimited  Wexford  http://www.vision-net.ie/Company-Info/Hbs-Connect-Limited
31st-July-2017  608831  MillcourtTransportLimited  CoLaois  http://www.vision-net.ie/Company-Info/Millcourt-Transport-Limited
31st-July-2017  608832  TurboExchangeLimited  Co.Kildare  http://www.vision-net.ie/Company-Info/Turbo-Exchange-Limited
31st-July-2017  608833  JacobusCoachesLimited  Co.Kildare  http://www.vision-net.ie/Company-Info/Jacobus-Coaches-Limited
31st-July-2017  608834  BoxcoInvestmentsLimited  Dublin24  http://www.vision-net.ie/Company-Info/Boxco-Investments-Limited
31st-July-2017  608835  AccoladeGolfLimited  Dublin2  http://www.vision-net.ie/Company-Info/Accolade-Golf-Limited
31st-July-2017  608836  PrecisionSteamandGenerationServicesLimited  Co.Donegal  http://www.vision-net.ie/Company-Info/Precision-Steam-And-Generation-Services-Limited
31st-July-2017  608837  AestheticFlooringSolutionsLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Aesthetic-Flooring-Solutions-Limited
31st-July-2017  608838  ProvidenceHouseManagementCompanyLimitedByGuarantee  Dublin15  http://www.vision-net.ie/Company-Info/Providence-House-Management-Company-Limited-By-Guarantee
31st-July-2017  608839  YongfuLimited  Co.Wexford  http://www.vision-net.ie/Company-Info/Yongfu-Limited
31st-July-2017  608840  OcwDevelopmentsLimited  BeechHillRoadClonskeaghDublin4  http://www.vision-net.ie/Company-Info/Ocw-Developments-Limited
31st-July-2017  608841  UnidaleDevelopmentsLimited  Co.Offaly  http://www.vision-net.ie/Company-Info/Unidale-Developments-Limited
31st-July-2017  608842  IntelligentDevicesLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Intelligent-Devices-Limited
31st-July-2017  608843  WoodviewContractsLimited  Co.Donegal  http://www.vision-net.ie/Company-Info/Woodview-Contracts-Limited
31st-July-2017  608844  RochelleBoutiqueLimited  Co.Offaly  http://www.vision-net.ie/Company-Info/Rochelle-Boutique-Limited
31st-July-2017  608845  AndromedaBiotechnologyLimited  Co.Cork,P81E021  http://www.vision-net.ie/Company-Info/Andromeda-Biotechnology-Limited
31st-July-2017  608846  CeltcorpAssetManagementLimited  Dublin8  http://www.vision-net.ie/Company-Info/Celtcorp-Asset-Management-Limited
31st-July-2017  608847  DairySparesLimited  Galway  http://www.vision-net.ie/Company-Info/Dairy-Spares-Limited
31st-July-2017  608848  WallsloughConsultingLimited  Kilkenny  http://www.vision-net.ie/Company-Info/Wallslough-Consulting-Limited
31st-July-2017  608849  GreenCarrotLimited  Dublin6  http://www.vision-net.ie/Company-Info/Green-Carrot-Limited
31st-July-2017  608850  YoungExplorers(Childcare)Limited  Sligo  http://www.vision-net.ie/Company-Info/Young-Explorers-Childcare-Limited
31st-July-2017  608851  BlairscoveLimited  Dublin2  http://www.vision-net.ie/Company-Info/Blairscove-Limited
31st-July-2017  608852  Sebastian&1Limited  Dublin4  http://www.vision-net.ie/Company-Info/Sebastian-And-1-Limited
31st-July-2017  608853  BrickowskiLimited  RanelaghDublin6  http://www.vision-net.ie/Company-Info/Brickowski-Limited
31st-July-2017  608854  ArtaneMedicalLimited  Dublin17  http://www.vision-net.ie/Company-Info/Artane-Medical-Limited
31st-July-2017  608855  DillonMedicalLimited  Dublin17  http://www.vision-net.ie/Company-Info/Dillon-Medical-Limited
31st-July-2017  608856  PattonAcquisitionsLimited  Dublin6  http://www.vision-net.ie/Company-Info/Patton-Acquisitions-Limited
31st-July-2017  608857  O'DriscollGardensLimited  Wicklow  http://www.vision-net.ie/Company-Info/Odriscoll-Gardens-Limited
31st-July-2017  608858  BallymoeChildcareDevelopmentGroupCompanyLimitedByGuarantee  CoGalway  http://www.vision-net.ie/Company-Info/Ballymoe-Childcare-Development-Group-Company-Limited-By-Guarantee
31st-July-2017  608859  JpMaddenConsultingLimited  RochestownCorkT12k29n  http://www.vision-net.ie/Company-Info/Jp-Madden-Consulting-Limited
31st-July-2017  608860  CustomAccessories(Ireland)Limited  Dublin1  http://www.vision-net.ie/Company-Info/Custom-Accessories-Ireland-Limited
31st-July-2017  608861  SláinteHospitalityLimited  Cork  http://www.vision-net.ie/Company-Info/Slainte-Hospitality-Limited
31st-July-2017  608862  CptlgrowthLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Cptlgrowth-Limited
31st-July-2017  608863  DhillonTruckLimited  Dublin6  http://www.vision-net.ie/Company-Info/Dhillon-Truck-Limited
31st-July-2017  608864  Lulu'sLocalProduceLimited  Co.Galway  http://www.vision-net.ie/Company-Info/Lulus-Local-Produce-Limited
31st-July-2017  608865  FollyEnterprisesLimited  Co.Wexford  http://www.vision-net.ie/Company-Info/Folly-Enterprises-Limited
31st-July-2017  608866  BkgAllianceLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Bkg-Alliance-Limited
31st-July-2017  608867  FinaticsManagementConsultingServicesLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Finatics-Management-Consulting-Services-Limited
31st-July-2017  608868  CoolykeraneHoldingsLimited  Cork  http://www.vision-net.ie/Company-Info/Coolykerane-Holdings-Limited
31st-July-2017  608869  RhinoGamesLimited  Dublin6w  http://www.vision-net.ie/Company-Info/Rhino-Games-Limited
31st-July-2017  608870  Ortelo(Monread)Limited  Dublin2  http://www.vision-net.ie/Company-Info/Ortelo-Monread-Limited
31st-July-2017  608871  BlueThemisConsultingLimited  CashelCo.Tipperary  http://www.vision-net.ie/Company-Info/Blue-Themis-Consulting-Limited
31st-July-2017  608872  ZhaoChenIndustriesLimited  Cork  http://www.vision-net.ie/Company-Info/Zhao-Chen-Industries-Limited
31st-July-2017  608873  2bHeardAudioIrelandLimited  Dublin12  http://www.vision-net.ie/Company-Info/2b-Heard-Audio-Ireland-Limited
31st-July-2017  608874  AlnidHoldingsLimited  Cork,T23Py68  http://www.vision-net.ie/Company-Info/Alnid-Holdings-Limited
31st-July-2017  608875  DromatimoreHouseLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Dromatimore-House-Limited
31st-July-2017  608876  KescoElectricalMaintenanceServicesLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Kesco-Electrical-Maintenance-Services-Limited
31st-July-2017  608877  SquarephLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Squareph-Limited
31st-July-2017  608878  PossesstheDressLimited  Kildare  http://www.vision-net.ie/Company-Info/Possess-The-Dress-Limited
