date  company_number  company_name  company_partial_address  company_link
28th-July-2017  608681  CharlevilleTownCentreManagementLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Charleville-Town-Centre-Management-Limited
28th-July-2017  608682  AcrMotorsCastlebarLimited  Co.Mayo  http://www.vision-net.ie/Company-Info/Acr-Motors-Castlebar-Limited
28th-July-2017  608683  ProfessionalFarmSolutionsLimited  CoLimerick  http://www.vision-net.ie/Company-Info/Professional-Farm-Solutions-Limited
28th-July-2017  608684  FieldSalesPerformanceLimited  Kilkenny  http://www.vision-net.ie/Company-Info/Field-Sales-Performance-Limited
28th-July-2017  608685  DavoconLimited  CoKerry  http://www.vision-net.ie/Company-Info/Davocon-Limited
28th-July-2017  608686  KerwoodInvestmentsLimited  Co.Wicklow  http://www.vision-net.ie/Company-Info/Kerwood-Investments-Limited
28th-July-2017  608687  MfvStephanieLimited  Co.Kerry  http://www.vision-net.ie/Company-Info/Mfv-Stephanie-Limited
28th-July-2017  608688  KarmaThaiLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Karma-Thai-Limited
28th-July-2017  608689  A&aCourierLimited  Co.Tipperary  http://www.vision-net.ie/Company-Info/A-And-A-Courier-Limited
28th-July-2017  608690  ConorDoranElectricalLimited  Co.Laois  http://www.vision-net.ie/Company-Info/Conor-Doran-Electrical-Limited
28th-July-2017  608691  KerrmechHeatingSolutionLimited  Co.Monaghan  http://www.vision-net.ie/Company-Info/Kerrmech-Heating-Solution-Limited
28th-July-2017  608692  PfmcConsultingLimited  Dublin4,D04Kd60  http://www.vision-net.ie/Company-Info/Pfmc-Consulting-Limited
28th-July-2017  608693  CheekyMonkeyIceCreamLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Cheeky-Monkey-Ice-Cream-Limited
28th-July-2017  608694  HomeAdvantageSportsLimited  Co.Clare  http://www.vision-net.ie/Company-Info/Home-Advantage-Sports-Limited
28th-July-2017  608695  FoodStockTakeLimited  Limerick  http://www.vision-net.ie/Company-Info/Food-Stock-Take-Limited
28th-July-2017  608696  JaguarLandRoverIreland(Services)Limited  Dublin2  http://www.vision-net.ie/Company-Info/Jaguar-Land-Rover-Ireland-Services-Limited
28th-July-2017  608697  CtfJapaneseLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Ctf-Japanese-Limited
28th-July-2017  608698  KenmartConstructionLimited  Co.Mayo  http://www.vision-net.ie/Company-Info/Kenmart-Construction-Limited
28th-July-2017  608699  ButterflyExchangeAgencyLimited  CoLouth  http://www.vision-net.ie/Company-Info/Butterfly-Exchange-Agency-Limited
28th-July-2017  608700  SmithstownFoodServicesLimited  CoLouth  http://www.vision-net.ie/Company-Info/Smithstown-Food-Services-Limited
28th-July-2017  608701  CervindiLimited  Cork,T23P6h6  http://www.vision-net.ie/Company-Info/Cervindi-Limited
28th-July-2017  608702  AtvaPropertiesLimited  Dublin4  http://www.vision-net.ie/Company-Info/Atva-Properties-Limited
28th-July-2017  608703  SleadycastleFarmsLimited  CoWaterford  http://www.vision-net.ie/Company-Info/Sleadycastle-Farms-Limited
28th-July-2017  608704  SenajDevelopmentsLimited  CoWicklow  http://www.vision-net.ie/Company-Info/Senaj-Developments-Limited
28th-July-2017  608705  WestGateBcDevelopmentLimited  Dublin18  http://www.vision-net.ie/Company-Info/West-Gate-Bc-Development-Limited
28th-July-2017  608706  GoodstrykerLimited  CoCork  http://www.vision-net.ie/Company-Info/Goodstryker-Limited
28th-July-2017  608707  GleelationInvestmentsLimited  Dublin6  http://www.vision-net.ie/Company-Info/Gleelation-Investments-Limited
28th-July-2017  608708  KosamaScientificLimited  Dublin17  http://www.vision-net.ie/Company-Info/Kosama-Scientific-Limited
28th-July-2017  608709  AniarAduaidhCuideachtaGhníomhaíochtaAinmnithe  Co.NaGaillimhe  http://www.vision-net.ie/Company-Info/Aniar-Aduaidh-Cuideachta-Ghniomhaiochta-Ainmnithe
28th-July-2017  608710  ChThoroughbredsLimited  CoDublin  http://www.vision-net.ie/Company-Info/Ch-Thoroughbreds-Limited
28th-July-2017  608711  KlikAnalyticsLimited  Dublin24  http://www.vision-net.ie/Company-Info/Klik-Analytics-Limited
28th-July-2017  608712  KeepItRightLimited  CoDublin  http://www.vision-net.ie/Company-Info/Keep-It-Right-Limited
28th-July-2017  608713  IrArianaLimited  Kilkenny  http://www.vision-net.ie/Company-Info/Ir-Ariana-Limited
28th-July-2017  608714  LydimHoldingsLimited  Dublin11  http://www.vision-net.ie/Company-Info/Lydim-Holdings-Limited
