date  company_number  company_name  company_partial_address  company_link
3rd-August-2017  609121  PerfectPiecesLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Perfect-Pieces-Limited
3rd-August-2017  609122  BlackLionGlobalLeasingLimited  Dublin2  http://www.vision-net.ie/Company-Info/Black-Lion-Global-Leasing-Limited
3rd-August-2017  609123  AnberGeotechnicalServicesLimited  Dublin2  http://www.vision-net.ie/Company-Info/Anber-Geotechnical-Services-Limited
3rd-August-2017  609124  CrosskeysPlantLimited  CoCavan  http://www.vision-net.ie/Company-Info/Crosskeys-Plant-Limited
3rd-August-2017  609125  AlopaTransLimited  Waterford  http://www.vision-net.ie/Company-Info/Alopa-Trans-Limited
3rd-August-2017  609126  FoodFitnessFertilityLimited  Co.Galway  http://www.vision-net.ie/Company-Info/Food-Fitness-Fertility-Limited
3rd-August-2017  609127  UndertheFoldLimited  Dublin12  http://www.vision-net.ie/Company-Info/Under-The-Fold-Limited
3rd-August-2017  609128  IngenCapitalLimited  Dublin24  http://www.vision-net.ie/Company-Info/Ingen-Capital-Limited
3rd-August-2017  609129  NawaHealthcareLimited  Dublin15  http://www.vision-net.ie/Company-Info/Nawa-Healthcare-Limited
3rd-August-2017  609130  IngenBrandsLimited  Dublin24  http://www.vision-net.ie/Company-Info/Ingen-Brands-Limited
3rd-August-2017  609131  EvolutionEntertainmentLimited  Dublin24  http://www.vision-net.ie/Company-Info/Evolution-Entertainment-Limited
3rd-August-2017  609132  LeBonMarchéLimited  Dublin24  http://www.vision-net.ie/Company-Info/Le-Bon-Marche-Limited
3rd-August-2017  609133  EmtPropertiesLimited  Cork  http://www.vision-net.ie/Company-Info/Emt-Properties-Limited
3rd-August-2017  609134  HcaandCarerIrelandLimited  Co.Kildare  http://www.vision-net.ie/Company-Info/Hca-And-Carer-Ireland-Limited
3rd-August-2017  609135  OrganicLandsHoldingsLimited  Cork  http://www.vision-net.ie/Company-Info/Organic-Lands-Holdings-Limited
3rd-August-2017  609136  LiquidCollectiveLimited  Dublin2  http://www.vision-net.ie/Company-Info/Liquid-Collective-Limited
3rd-August-2017  609137  MitairesLandmarkLimited  Dublin7  http://www.vision-net.ie/Company-Info/Mitaires-Landmark-Limited
3rd-August-2017  609138  SrmTechnologyLimited  Dublin16  http://www.vision-net.ie/Company-Info/Srm-Technology-Limited
3rd-August-2017  609139  KnkApparelLimited  Wexford  http://www.vision-net.ie/Company-Info/Knk-Apparel-Limited
3rd-August-2017  609140  BgBayLimited  Dublin13  http://www.vision-net.ie/Company-Info/Bg-Bay-Limited
3rd-August-2017  609141  AutomotiveAssistanceLimited  Wexford  http://www.vision-net.ie/Company-Info/Automotive-Assistance-Limited
3rd-August-2017  609142  OiOrganicItalianHairdressingLimited  Dublin18  http://www.vision-net.ie/Company-Info/Oi-Organic-Italian-Hairdressing-Limited
3rd-August-2017  609143  ClassicShedsLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Classic-Sheds-Limited
3rd-August-2017  609144  IdesignGoldLimited  Dublin7  http://www.vision-net.ie/Company-Info/Idesign-Gold-Limited
3rd-August-2017  609145  VmsTechnologyLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Vms-Technology-Limited
3rd-August-2017  609146  RynzacLimited  Co.Westmeath  http://www.vision-net.ie/Company-Info/Rynzac-Limited
3rd-August-2017  609147  KilgarvanPlasteringLimited  Co.Kerry  http://www.vision-net.ie/Company-Info/Kilgarvan-Plastering-Limited
3rd-August-2017  609148  MirallesLimited  Dublin4  http://www.vision-net.ie/Company-Info/Miralles-Limited
3rd-August-2017  609149  ErecuraRecruitmentLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Erecura-Recruitment-Limited
3rd-August-2017  609150  PihuTechnologiesLimited  Dublin7  http://www.vision-net.ie/Company-Info/Pihu-Technologies-Limited
3rd-August-2017  609151  BmcnConstructionLimited  Galway  http://www.vision-net.ie/Company-Info/Bmcn-Construction-Limited
3rd-August-2017  609152  PredictiveFertilityLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Predictive-Fertility-Limited
3rd-August-2017  609153  BeaumontParkClinicLimited  Co.Meath  http://www.vision-net.ie/Company-Info/Beaumont-Park-Clinic-Limited
3rd-August-2017  609154  NewparkVeterinaryLimited  Sligo,F91Xe8e  http://www.vision-net.ie/Company-Info/Newpark-Veterinary-Limited
3rd-August-2017  609155  TrsProductionsDesignatedActivityCompany  Dublin6  http://www.vision-net.ie/Company-Info/Trs-Productions-Designated-Activity-Company
3rd-August-2017  609156  EvsMedicLimited  Co.Louth  http://www.vision-net.ie/Company-Info/Evs-Medic-Limited
3rd-August-2017  609157  SantiagoCapitalDesignatedActivityCompany  Dublin2  http://www.vision-net.ie/Company-Info/Santiago-Capital-Designated-Activity-Company
3rd-August-2017  609158  BeechlawnTavernsLimited  Dublin17  http://www.vision-net.ie/Company-Info/Beechlawn-Taverns-Limited
3rd-August-2017  609159  RonantoChemicalsUnlimitedCompany  Dublin22  http://www.vision-net.ie/Company-Info/Ronanto-Chemicals-Unlimited-Company
3rd-August-2017  609160  SunniMedicalLimited  Dublin6  http://www.vision-net.ie/Company-Info/Sunni-Medical-Limited
3rd-August-2017  609161  Resi-Lutions(SpecialistResinFlooringContractors)Limited  Co.Kildare  http://www.vision-net.ie/Company-Info/Resi-Lutions-Specialist-Resin-Flooring-Contractors-Limited
3rd-August-2017  609162  Ips-IntegratedProjectServices(Ireland)Limited  Dublin4  http://www.vision-net.ie/Company-Info/Ips-Integrated-Project-Services-Ireland-Limited
3rd-August-2017  609163  AvonleeFoodDistributionLimited  Co.Cork  http://www.vision-net.ie/Company-Info/Avonlee-Food-Distribution-Limited
3rd-August-2017  609164  LinceAviationLimited  CoDublin  http://www.vision-net.ie/Company-Info/Lince-Aviation-Limited
3rd-August-2017  609165  ChapmanConstructionServicesLimited  Co.Carlow  http://www.vision-net.ie/Company-Info/Chapman-Construction-Services-Limited
3rd-August-2017  609166  MasterSafetyTrainingAtWorkLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/Master-Safety-Training-At-Work-Limited
3rd-August-2017  609167  MurphySpecialistSealingServicesLimited  Dublin10  http://www.vision-net.ie/Company-Info/Murphy-Specialist-Sealing-Services-Limited
3rd-August-2017  609168  ProphecyLabsLimited  Dublin6w  http://www.vision-net.ie/Company-Info/Prophecy-Labs-Limited
3rd-August-2017  609169  SunnyHouseChineseRestaurantLimited  Cork  http://www.vision-net.ie/Company-Info/Sunny-House-Chinese-Restaurant-Limited
3rd-August-2017  609170  GallahuesBar&RestaurantBallylandersLimited  Co.Limerick  http://www.vision-net.ie/Company-Info/Gallahues-Bar-And-Restaurant-Ballylanders-Limited
3rd-August-2017  609171  CoralstownHoldingsScgLimited  Dublin14  http://www.vision-net.ie/Company-Info/Coralstown-Holdings-Scg-Limited
3rd-August-2017  609172  MeiyuTaxiCompanyLimited  Dublin11  http://www.vision-net.ie/Company-Info/Meiyu-Taxi-Company-Limited
3rd-August-2017  609173  TheCoffeeShotLimited  Co.Dublin  http://www.vision-net.ie/Company-Info/The-Coffee-Shot-Limited
3rd-August-2017  609174  RosrosLimited  Limerick  http://www.vision-net.ie/Company-Info/Rosros-Limited
